request_number,username,created_at,body
R-20250807-9105,specialist5,2025-08-21 22:27:06,Проверка герметичности системы.
R-20250807-9105,operator1,2025-08-11 22:27:06,Заправка фреоном выполнена. Проверка работы.
R-20250911-2271,operator1,2025-10-07 05:45:06,Установлена новая плата управления.
R-20250911-2271,specialist7,2025-09-27 04:45:06,Установлена новая плата управления.
R-20251204-8805,specialist9,2025-12-20 22:34:06,Ожидаем поставку запчастей.
R-20251204-8805,specialist7,2025-12-18 06:34:06,Настройка параметров работы.
R-20250728-8524,operator,2025-08-01 12:23:06,Проверка электрики - все в норме.
R-20250728-8524,specialist4,2025-08-02 05:23:06,Выполнена профилактическая чистка.
R-20251211-9555,specialist9,2026-01-05 04:19:06,Ожидаем поставку запчастей.
R-20251211-9555,specialist6,2026-01-02 01:19:06,"Ремонт завершен, требуется проверка клиентом."
R-20251211-9555,specialist,2025-12-15 02:19:06,Выполнена профилактическая чистка.
R-20251211-9555,specialist1,2025-12-20 01:19:06,Очистка фильтров выполнена.
R-20251030-3901,specialist8,2025-11-15 15:24:06,Калибровка датчиков выполнена.
R-20251030-3901,specialist6,2025-11-05 11:24:06,"Ремонт завершен, требуется проверка клиентом."
R-20251027-0442,specialist2,2025-11-14 21:55:06,Проверка электрики - все в норме.
R-20251027-0442,operator3,2025-11-12 00:55:06,Заменен компрессор.
R-20251027-0442,operator1,2025-11-03 02:55:06,Проверка электрики - все в норме.
R-20251027-0442,specialist4,2025-11-21 23:55:06,Очистка фильтров выполнена.
R-20251007-8370,operator2,2025-11-03 18:47:06,Проверка электрики - все в норме.
R-20250819-0706,operator2,2025-08-27 10:56:06,Заменен датчик температуры.
R-20251125-7733,operator3,2025-12-21 11:35:06,Настройка параметров работы.
R-20251125-7733,specialist3,2025-12-14 16:35:06,Заправка фреоном выполнена. Проверка работы.
R-20251125-7733,operator,2025-12-21 12:35:06,Ожидаем поставку запчастей.
R-20251125-7733,specialist1,2025-12-15 19:35:06,Настройка параметров работы.
R-20251125-7733,specialist2,2025-12-22 19:35:06,"Ремонт завершен, требуется проверка клиентом."
R-20251129-1743,specialist7,2025-12-12 09:16:06,Провел диагностику. Требуется замена детали.
R-20251129-1743,specialist6,2025-12-17 06:16:06,Требуется заказ комплектующих.
R-20251129-1743,operator2,2025-12-28 12:16:06,Провел диагностику. Требуется замена детали.
R-20251129-1743,operator5,2025-12-03 08:16:06,Установлена новая плата управления.
R-20251129-1743,operator,2025-12-07 11:16:06,Калибровка датчиков выполнена.
R-20251126-1575,operator5,2025-12-17 17:20:06,Калибровка датчиков выполнена.
R-20251126-1575,specialist3,2025-12-12 15:20:06,Заменен компрессор.
R-20251126-1575,specialist3,2025-12-18 17:20:06,Требуется заказ комплектующих.
R-20251126-1575,specialist1,2025-12-26 15:20:06,Калибровка датчиков выполнена.
R-20251122-9203,operator1,2025-11-24 20:56:06,Требуется заказ комплектующих.
R-20251122-9203,specialist1,2025-12-08 18:56:06,Заменен датчик температуры.
R-20251122-9203,specialist6,2025-11-23 20:56:06,Ожидаем поставку запчастей.
R-20250911-0144,specialist5,2025-09-18 03:55:06,Проверка электрики - все в норме.
R-20250911-0144,specialist,2025-09-12 23:55:06,Проверка электрики - все в норме.
R-20250830-9708,operator1,2025-09-24 13:56:06,Заменен датчик температуры.
R-20250830-9708,specialist1,2025-09-27 15:56:06,Заменен компрессор.
R-20250819-9165,specialist7,2025-09-05 21:40:06,Требуется заказ комплектующих.
R-20250819-9165,operator4,2025-08-24 00:40:06,Очистка фильтров выполнена.
R-20250819-9165,operator4,2025-09-14 20:40:06,Настройка параметров работы.
R-20250930-8338,specialist7,2025-10-13 07:47:06,Заменен компрессор.
R-20250713-5226,specialist2,2025-07-28 04:43:06,Проверка электрики - все в норме.
R-20250713-5226,operator3,2025-07-18 01:43:06,Заменен компрессор.
R-20250713-5226,specialist4,2025-08-07 02:43:06,Ожидаем поставку запчастей.
R-20250713-5226,specialist,2025-08-02 22:43:06,Тестирование всех режимов работы.
R-20251106-8241,specialist1,2025-12-01 22:23:06,Провел диагностику. Требуется замена детали.
R-20251106-8241,specialist9,2025-11-15 01:23:06,Установлена новая плата управления.
R-20250728-9615,specialist4,2025-07-28 10:43:06,Заменен датчик температуры.
R-20250728-9615,specialist9,2025-08-23 14:43:06,Проверка герметичности системы.
R-20250728-9615,operator4,2025-08-26 13:43:06,Выполнена профилактическая чистка.
R-20250728-9615,specialist,2025-08-17 13:43:06,Проверка герметичности системы.
R-20250919-5960,specialist1,2025-09-30 03:42:06,Заменен датчик температуры.
R-20250724-8176,specialist6,2025-08-22 19:43:06,Проверка герметичности системы.
R-20250724-8176,specialist10,2025-08-02 14:43:06,Выполнена профилактическая чистка.
R-20250724-8176,operator3,2025-08-07 16:43:06,Требуется заказ комплектующих.
R-20250724-8176,specialist8,2025-08-08 16:43:06,Провел диагностику. Требуется замена детали.
R-20251014-4542,operator,2025-10-31 21:28:06,Заменен компрессор.
R-20251014-4542,specialist1,2025-11-12 22:28:06,Тестирование всех режимов работы.
R-20251014-4542,specialist8,2025-11-08 16:28:06,Заправка фреоном выполнена. Проверка работы.
R-20250805-0916,specialist9,2025-08-29 16:36:06,Очистка фильтров выполнена.
R-20250805-0916,specialist3,2025-08-22 15:36:06,Ожидаем поставку запчастей.
R-20250805-0916,specialist4,2025-09-02 18:36:06,Ожидаем поставку запчастей.
R-20250718-1176,specialist,2025-07-21 09:33:06,Выполнена профилактическая чистка.
R-20250718-1176,operator1,2025-07-26 02:33:06,Настройка параметров работы.
R-20250718-1176,operator1,2025-08-07 08:33:06,Настройка параметров работы.
R-20250718-1176,specialist3,2025-08-13 09:33:06,Заменен компрессор.
R-20250718-1176,specialist2,2025-07-23 02:33:06,Очистка фильтров выполнена.
R-20251018-1453,specialist7,2025-11-18 02:45:06,Тестирование всех режимов работы.
R-20251018-1453,specialist1,2025-11-15 02:45:06,Требуется заказ комплектующих.
R-20251018-1453,specialist7,2025-11-09 00:45:06,Провел диагностику. Требуется замена детали.
R-20250726-8973,operator3,2025-08-14 20:06:06,Проверка герметичности системы.
R-20250726-8973,specialist,2025-08-20 01:06:06,Заменен датчик температуры.
R-20250726-8973,specialist9,2025-08-11 01:06:06,Провел диагностику. Требуется замена детали.
R-20250902-4180,specialist,2025-09-05 03:39:06,Проверка герметичности системы.
R-20250902-4180,operator,2025-09-18 05:39:06,Заменен датчик температуры.
R-20251217-2209,specialist1,2026-01-15 21:41:06,Настройка параметров работы.
R-20251128-8138,specialist9,2025-12-15 22:40:06,Заменен компрессор.
R-20251128-8138,operator1,2025-12-12 21:40:06,Калибровка датчиков выполнена.
R-20251128-8138,operator2,2025-12-22 16:40:06,Проверка герметичности системы.
R-20250821-2345,specialist,2025-08-28 15:16:06,Проверка электрики - все в норме.
R-20251113-7691,specialist5,2025-12-05 15:52:06,Установлена новая плата управления.
R-20251113-7691,specialist2,2025-11-19 14:52:06,Выполнена профилактическая чистка.
R-20251113-7691,specialist3,2025-11-19 17:52:06,Установлена новая плата управления.
R-20251113-7691,operator2,2025-12-13 13:52:06,Калибровка датчиков выполнена.
R-20251018-2486,specialist3,2025-11-10 12:00:06,Требуется заказ комплектующих.
R-20251209-8216,specialist3,2025-12-23 07:49:06,Проверка электрики - все в норме.
R-20250827-7577,specialist3,2025-09-24 20:12:06,Проверка электрики - все в норме.
R-20250827-7577,specialist6,2025-09-14 21:12:06,Заправка фреоном выполнена. Проверка работы.
R-20250827-7577,operator3,2025-09-03 17:12:06,Ожидаем поставку запчастей.
R-20250827-7577,specialist9,2025-08-31 15:12:06,Тестирование всех режимов работы.
R-20251112-0506,specialist3,2025-11-12 16:22:06,Установлена новая плата управления.
R-20251112-0506,operator4,2025-12-09 15:22:06,Проверка электрики - все в норме.
R-20251112-0506,specialist3,2025-12-12 14:22:06,Заменен компрессор.
R-20251112-0506,specialist1,2025-12-06 20:22:06,Калибровка датчиков выполнена.
R-20250907-4754,operator,2025-10-03 13:52:06,Ожидаем поставку запчастей.
R-20250907-4754,specialist4,2025-09-16 15:52:06,Проверка герметичности системы.
R-20250907-4754,specialist,2025-10-07 16:52:06,Заменен компрессор.
R-20251105-4380,operator4,2025-12-03 06:48:06,Заправка фреоном выполнена. Проверка работы.
R-20251105-4380,specialist2,2025-11-15 07:48:06,Выполнена профилактическая чистка.
R-20251105-4380,specialist,2025-11-09 07:48:06,Выполнена профилактическая чистка.
R-20251017-7703,operator2,2025-11-09 02:15:06,"Ремонт завершен, требуется проверка клиентом."
R-20251017-7703,operator5,2025-10-23 01:15:06,Калибровка датчиков выполнена.
R-20251017-7703,specialist,2025-11-04 06:15:06,"Ремонт завершен, требуется проверка клиентом."
R-20251017-7703,operator1,2025-10-19 01:15:06,Заменен датчик температуры.
R-20251205-0406,operator3,2025-12-12 23:56:06,Тестирование всех режимов работы.
R-20251205-0406,specialist,2025-12-11 05:56:06,Заменен компрессор.
R-20251205-0406,specialist1,2026-01-02 05:56:06,Заменен датчик температуры.
R-20251205-0406,specialist,2025-12-28 04:56:06,Установлена новая плата управления.
R-20251007-9078,specialist1,2025-11-04 09:53:06,Установлена новая плата управления.
R-20251207-8502,specialist3,2025-12-10 15:52:06,"Ремонт завершен, требуется проверка клиентом."
R-20251207-8502,operator,2025-12-17 17:52:06,Заменен датчик температуры.
R-20251207-8502,specialist3,2025-12-25 18:52:06,Провел диагностику. Требуется замена детали.
R-20251207-8502,specialist,2025-12-13 15:52:06,Требуется заказ комплектующих.
R-20250829-1023,specialist1,2025-09-28 03:50:06,Требуется заказ комплектующих.
R-20250809-8830,specialist3,2025-08-26 16:35:06,Калибровка датчиков выполнена.
R-20250809-8830,specialist6,2025-08-19 19:35:06,Очистка фильтров выполнена.
R-20250809-8830,specialist10,2025-09-02 15:35:06,Проверка герметичности системы.
R-20250714-9512,operator2,2025-07-27 11:21:06,"Ремонт завершен, требуется проверка клиентом."
R-20250714-9512,specialist3,2025-07-19 14:21:06,"Ремонт завершен, требуется проверка клиентом."
R-20250715-2871,specialist4,2025-07-27 08:41:06,Тестирование всех режимов работы.
R-20250715-2871,specialist4,2025-08-06 08:41:06,Калибровка датчиков выполнена.
R-20250903-5671,specialist10,2025-09-04 22:50:06,Выполнена профилактическая чистка.
R-20250903-5671,operator1,2025-10-01 23:50:06,Заправка фреоном выполнена. Проверка работы.
R-20250903-5671,specialist2,2025-09-05 00:50:06,"Ремонт завершен, требуется проверка клиентом."
R-20251028-5019,specialist9,2025-11-25 14:26:06,Выполнена профилактическая чистка.
R-20251028-5019,operator4,2025-11-06 16:26:06,Настройка параметров работы.
R-20251005-0476,specialist1,2025-10-13 06:40:06,Проверка электрики - все в норме.
R-20250904-0024,operator2,2025-09-25 08:01:06,Установлена новая плата управления.
R-20250904-0024,specialist9,2025-09-10 14:01:06,Выполнена профилактическая чистка.
R-20250718-4903,operator3,2025-07-26 23:19:06,Установлена новая плата управления.
R-20250718-4903,specialist5,2025-07-26 16:19:06,"Ремонт завершен, требуется проверка клиентом."
R-20250718-4903,specialist8,2025-07-31 20:19:06,Ожидаем поставку запчастей.
R-20251129-7172,operator,2025-12-07 03:53:06,Тестирование всех режимов работы.
R-20251129-7172,specialist7,2025-12-01 00:53:06,Калибровка датчиков выполнена.
R-20251129-7172,specialist9,2025-12-23 06:53:06,Заправка фреоном выполнена. Проверка работы.
R-20251210-4026,specialist1,2026-01-04 14:37:06,Калибровка датчиков выполнена.
R-20251210-4026,specialist6,2025-12-12 13:37:06,Ожидаем поставку запчастей.
R-20251210-4026,operator3,2025-12-11 13:37:06,Заправка фреоном выполнена. Проверка работы.
R-20251125-3122,operator1,2025-12-07 15:34:06,Провел диагностику. Требуется замена детали.
R-20251125-3122,specialist,2025-12-06 15:34:06,Заменен датчик температуры.
R-20251125-3122,operator1,2025-12-02 11:34:06,Ожидаем поставку запчастей.
R-20251125-3122,specialist7,2025-12-15 10:34:06,Установлена новая плата управления.
R-20251125-3122,operator,2025-12-08 18:34:06,Тестирование всех режимов работы.
R-20251031-9491,specialist3,2025-11-28 13:43:06,Очистка фильтров выполнена.
R-20251031-9491,operator5,2025-11-05 12:43:06,Заправка фреоном выполнена. Проверка работы.
R-20251031-9491,specialist3,2025-11-28 16:43:06,Выполнена профилактическая чистка.
R-20251031-9491,specialist3,2025-11-03 14:43:06,Очистка фильтров выполнена.
R-20251031-9491,specialist7,2025-11-02 14:43:06,Ожидаем поставку запчастей.
R-20251215-4552,specialist10,2026-01-09 05:20:06,Заправка фреоном выполнена. Проверка работы.
R-20251030-3338,specialist9,2025-11-20 02:56:06,Заправка фреоном выполнена. Проверка работы.
R-20251030-3338,specialist6,2025-11-28 23:56:06,Ожидаем поставку запчастей.
R-20251030-3338,specialist1,2025-11-04 22:56:06,Заменен датчик температуры.
R-20251030-3338,specialist10,2025-11-19 03:56:06,Проверка герметичности системы.
R-20250903-9745,specialist2,2025-09-06 19:34:06,Ожидаем поставку запчастей.
R-20251103-0852,operator1,2025-11-14 11:36:06,Заменен датчик температуры.
R-20251103-0852,specialist7,2025-11-27 08:36:06,Настройка параметров работы.
R-20251103-0852,specialist9,2025-11-13 13:36:06,Требуется заказ комплектующих.
R-20251103-0852,operator4,2025-12-01 13:36:06,Провел диагностику. Требуется замена детали.
R-20251103-0852,specialist8,2025-11-18 12:36:06,Заменен компрессор.
R-20250801-0445,operator4,2025-08-14 14:44:06,Заменен компрессор.
R-20250801-0445,specialist2,2025-08-27 11:44:06,Заменен датчик температуры.
R-20250801-0445,operator2,2025-08-10 12:44:06,Установлена новая плата управления.
R-20250801-0445,operator2,2025-08-15 14:44:06,Проверка герметичности системы.
R-20251201-3049,specialist10,2025-12-28 20:22:06,Проверка герметичности системы.
R-20251201-3049,specialist5,2025-12-15 02:22:06,Заправка фреоном выполнена. Проверка работы.
R-20251201-3049,operator3,2025-12-07 04:22:06,Провел диагностику. Требуется замена детали.
R-20251201-3049,operator,2025-12-17 20:22:06,Провел диагностику. Требуется замена детали.
R-20251201-3049,operator4,2025-12-25 02:22:06,Заменен компрессор.
R-20251112-6706,specialist,2025-12-03 21:09:06,Заменен компрессор.
R-20251112-6706,operator2,2025-11-29 21:09:06,Ожидаем поставку запчастей.
R-20251112-6706,specialist7,2025-11-22 22:09:06,Заменен компрессор.
R-20251112-6706,specialist4,2025-12-07 18:09:06,Заправка фреоном выполнена. Проверка работы.
R-20251022-7155,specialist2,2025-11-12 14:28:06,Заменен компрессор.
R-20251022-7155,specialist,2025-11-03 10:28:06,Выполнена профилактическая чистка.
R-20251022-7155,operator3,2025-10-30 10:28:06,Заменен компрессор.
R-20251022-7155,operator3,2025-11-13 15:28:06,"Ремонт завершен, требуется проверка клиентом."
R-20251022-7155,specialist5,2025-11-15 08:28:06,Ожидаем поставку запчастей.
R-20251125-5344,operator5,2025-12-24 01:57:06,Заменен датчик температуры.
R-20251125-5344,specialist4,2025-11-28 20:57:06,Тестирование всех режимов работы.
R-20251112-1696,operator3,2025-12-09 03:22:06,Ожидаем поставку запчастей.
R-20251112-1696,specialist8,2025-11-17 04:22:06,Заменен датчик температуры.
R-20251216-3653,specialist3,2026-01-15 10:54:06,Выполнена профилактическая чистка.
R-20251216-3653,specialist1,2025-12-17 10:54:06,Заправка фреоном выполнена. Проверка работы.
R-20251216-3653,specialist4,2025-12-30 12:54:06,Проверка герметичности системы.
R-20250904-2098,specialist9,2025-09-19 06:52:06,Заменен датчик температуры.
R-20250904-2098,specialist6,2025-10-01 10:52:06,Заменен компрессор.
R-20250904-2098,specialist8,2025-09-24 02:52:06,Калибровка датчиков выполнена.
R-20250807-4131,specialist8,2025-09-01 20:37:06,Требуется заказ комплектующих.
R-20250807-4131,operator3,2025-08-09 19:37:06,Очистка фильтров выполнена.
R-20250807-4131,operator4,2025-08-07 18:37:06,Установлена новая плата управления.
R-20250825-8145,operator,2025-09-08 20:13:06,"Ремонт завершен, требуется проверка клиентом."
R-20251201-9036,specialist3,2025-12-10 12:20:06,Ожидаем поставку запчастей.
R-20251201-9036,specialist1,2025-12-30 09:20:06,Настройка параметров работы.
R-20251201-9036,specialist,2025-12-25 09:20:06,Провел диагностику. Требуется замена детали.
R-20250904-4761,specialist7,2025-09-20 07:49:06,Заменен датчик температуры.
R-20250904-4761,operator5,2025-09-06 09:49:06,Настройка параметров работы.
R-20250904-4761,specialist2,2025-10-01 13:49:06,Проверка герметичности системы.
R-20250715-1210,specialist2,2025-08-08 02:12:06,Заправка фреоном выполнена. Проверка работы.
R-20250715-1210,specialist3,2025-08-09 01:12:06,Установлена новая плата управления.
R-20250715-1210,specialist10,2025-08-14 01:12:06,Провел диагностику. Требуется замена детали.
R-20250715-1210,specialist5,2025-08-13 02:12:06,Калибровка датчиков выполнена.
R-20251029-4939,specialist2,2025-11-07 20:06:06,Требуется заказ комплектующих.
R-20251029-4939,operator5,2025-11-02 23:06:06,Калибровка датчиков выполнена.
R-20250831-3745,specialist4,2025-09-25 02:38:06,Ожидаем поставку запчастей.
R-20251016-8961,specialist3,2025-11-14 16:40:06,Настройка параметров работы.
R-20251016-8961,specialist5,2025-10-26 16:40:06,Настройка параметров работы.
R-20251016-8961,specialist3,2025-10-23 12:40:06,Проверка герметичности системы.
R-20251016-8961,specialist7,2025-10-21 14:40:06,Ожидаем поставку запчастей.
R-20251016-8961,specialist1,2025-10-26 14:40:06,Выполнена профилактическая чистка.
R-20251018-7913,specialist7,2025-11-16 11:13:06,Провел диагностику. Требуется замена детали.
R-20251018-7913,specialist4,2025-10-22 11:13:06,Проверка электрики - все в норме.
R-20251018-7913,specialist2,2025-10-25 09:13:06,Заменен датчик температуры.
R-20251018-7913,operator3,2025-11-04 09:13:06,Требуется заказ комплектующих.
R-20250827-5210,specialist4,2025-09-07 19:40:06,"Ремонт завершен, требуется проверка клиентом."
R-20250827-5210,operator5,2025-09-13 13:40:06,Проверка герметичности системы.
R-20250827-5210,specialist3,2025-08-27 11:40:06,Проверка герметичности системы.
R-20250923-5729,specialist8,2025-10-23 09:04:06,Установлена новая плата управления.
R-20250923-5729,operator3,2025-10-19 17:04:06,Ожидаем поставку запчастей.
R-20250826-2842,specialist7,2025-09-02 22:26:06,Требуется заказ комплектующих.
R-20251110-0097,specialist8,2025-11-28 02:24:06,Тестирование всех режимов работы.
R-20250908-2466,specialist9,2025-09-20 12:12:06,Тестирование всех режимов работы.
R-20250908-2466,operator2,2025-09-13 10:12:06,Ожидаем поставку запчастей.
R-20250802-3163,specialist10,2025-08-16 11:36:06,Проверка электрики - все в норме.
R-20250802-3163,specialist6,2025-08-24 13:36:06,Заменен датчик температуры.
R-20250925-8440,specialist,2025-09-25 07:47:06,Проверка герметичности системы.
R-20250921-8458,specialist9,2025-09-22 07:00:06,Калибровка датчиков выполнена.
R-20250921-8458,operator2,2025-10-01 05:00:06,Заменен датчик температуры.
R-20250921-8458,specialist5,2025-10-21 10:00:06,Заменен датчик температуры.
R-20250921-8458,specialist3,2025-09-21 12:00:06,Калибровка датчиков выполнена.
R-20250921-8458,specialist2,2025-10-21 05:00:06,Установлена новая плата управления.
R-20251005-7812,operator4,2025-11-05 00:29:06,Установлена новая плата управления.
R-20251005-7812,operator1,2025-10-26 17:29:06,Заправка фреоном выполнена. Проверка работы.
R-20251005-7812,specialist1,2025-10-30 23:29:06,Калибровка датчиков выполнена.
R-20251122-0011,specialist9,2025-12-01 06:20:06,"Ремонт завершен, требуется проверка клиентом."
R-20251122-0011,specialist5,2025-12-12 04:20:06,Настройка параметров работы.
R-20251122-0011,operator2,2025-11-29 23:20:06,Настройка параметров работы.
R-20251011-9591,specialist,2025-11-06 05:02:06,Провел диагностику. Требуется замена детали.
R-20251011-9591,operator3,2025-10-12 02:02:06,Настройка параметров работы.
R-20250821-1468,specialist5,2025-09-15 23:34:06,Тестирование всех режимов работы.
R-20250821-1468,specialist1,2025-09-13 23:34:06,"Ремонт завершен, требуется проверка клиентом."
R-20250821-1468,specialist8,2025-08-21 21:34:06,Тестирование всех режимов работы.
R-20250821-1468,specialist,2025-09-06 18:34:06,Калибровка датчиков выполнена.
R-20250821-1468,specialist9,2025-09-04 21:34:06,Калибровка датчиков выполнена.
R-20251120-2102,operator3,2025-12-03 21:29:06,Заправка фреоном выполнена. Проверка работы.
R-20251120-2102,specialist9,2025-12-14 17:29:06,Провел диагностику. Требуется замена детали.
R-20251120-2102,operator2,2025-11-23 16:29:06,Заменен компрессор.
R-20251120-2102,specialist6,2025-12-19 19:29:06,Установлена новая плата управления.
R-20251202-7878,specialist4,2025-12-20 18:59:06,Требуется заказ комплектующих.
R-20251202-7878,operator5,2025-12-18 11:59:06,Заправка фреоном выполнена. Проверка работы.
R-20251202-7878,specialist2,2025-12-09 12:59:06,Провел диагностику. Требуется замена детали.
R-20251202-7878,specialist7,2025-12-24 10:59:06,Требуется заказ комплектующих.
R-20251202-7878,specialist7,2025-12-16 15:59:06,Настройка параметров работы.
R-20251025-5941,specialist,2025-10-27 15:36:06,"Ремонт завершен, требуется проверка клиентом."
R-20251025-5941,specialist2,2025-11-18 21:36:06,Проверка герметичности системы.
R-20250818-1364,specialist9,2025-09-15 07:13:06,Заменен компрессор.
R-20250818-1364,operator2,2025-09-03 13:13:06,Провел диагностику. Требуется замена детали.
R-20250906-4417,specialist10,2025-09-08 08:31:06,Тестирование всех режимов работы.
R-20251115-0842,specialist3,2025-12-07 04:48:06,Заменен компрессор.
R-20250811-2480,operator5,2025-08-25 20:49:06,Калибровка датчиков выполнена.
R-20250811-2480,specialist8,2025-09-08 16:49:06,Выполнена профилактическая чистка.
R-20250811-2480,operator5,2025-09-02 21:49:06,Очистка фильтров выполнена.
R-20250820-9369,specialist9,2025-08-26 02:40:06,Ожидаем поставку запчастей.
R-20250820-9369,specialist2,2025-09-04 05:40:06,Проверка герметичности системы.
R-20250820-9369,operator1,2025-08-21 02:40:06,Очистка фильтров выполнена.
R-20250820-9369,operator4,2025-08-21 23:40:06,Ожидаем поставку запчастей.
R-20250820-9369,specialist3,2025-09-10 03:40:06,Проверка герметичности системы.
R-20250823-2512,specialist7,2025-09-23 01:01:06,Тестирование всех режимов работы.
R-20250823-2512,specialist5,2025-09-11 02:01:06,Заменен датчик температуры.
R-20250823-2512,specialist10,2025-09-03 00:01:06,Заменен компрессор.
R-20250823-2512,specialist10,2025-08-26 06:01:06,Установлена новая плата управления.
R-20250823-2512,operator3,2025-09-06 01:01:06,Провел диагностику. Требуется замена детали.
R-20251008-0475,specialist8,2025-10-26 12:53:06,Требуется заказ комплектующих.
R-20251008-0475,operator2,2025-11-01 07:53:06,Заменен компрессор.
R-20251008-0475,specialist4,2025-10-12 12:53:06,Установлена новая плата управления.
R-20251008-0475,operator1,2025-10-30 14:53:06,"Ремонт завершен, требуется проверка клиентом."
R-20251008-0475,specialist9,2025-10-25 14:53:06,Установлена новая плата управления.
R-20251017-5166,specialist3,2025-10-21 07:06:06,Установлена новая плата управления.
R-20251017-5166,specialist6,2025-11-01 09:06:06,Настройка параметров работы.
R-20251017-5166,specialist3,2025-11-08 12:06:06,Установлена новая плата управления.
R-20250701-9966,specialist6,2025-07-15 06:57:06,Установлена новая плата управления.
R-20251030-0717,operator3,2025-11-06 20:44:06,"Ремонт завершен, требуется проверка клиентом."
R-20251030-0717,specialist4,2025-11-27 01:44:06,Провел диагностику. Требуется замена детали.
R-20251125-7264,specialist,2025-11-30 22:06:06,Установлена новая плата управления.
R-20250704-5818,operator3,2025-07-18 05:31:06,Ожидаем поставку запчастей.
R-20250704-5818,specialist1,2025-07-10 02:31:06,Ожидаем поставку запчастей.
R-20250704-5818,specialist8,2025-07-27 07:31:06,Настройка параметров работы.
R-20250704-5818,operator5,2025-07-24 05:31:06,Настройка параметров работы.
R-20250704-5818,operator2,2025-07-11 00:31:06,Проверка герметичности системы.
R-20251023-7523,operator,2025-11-22 10:45:06,Ожидаем поставку запчастей.
R-20251211-8796,specialist6,2025-12-31 18:02:06,Заправка фреоном выполнена. Проверка работы.
R-20250713-5300,operator4,2025-07-29 07:47:06,Заменен датчик температуры.
R-20250713-5300,operator2,2025-08-12 07:47:06,Заправка фреоном выполнена. Проверка работы.
R-20250713-5300,operator,2025-08-05 08:47:06,Заправка фреоном выполнена. Проверка работы.
R-20250713-5300,specialist9,2025-07-27 12:47:06,Установлена новая плата управления.
R-20250624-0825,operator,2025-07-01 00:31:06,Настройка параметров работы.
R-20250908-8322,operator4,2025-09-20 11:57:06,Ожидаем поставку запчастей.
R-20250908-8322,specialist4,2025-09-20 17:57:06,Заменен компрессор.
R-20250908-8322,specialist3,2025-10-01 12:57:06,Калибровка датчиков выполнена.
R-20250908-8322,specialist6,2025-09-16 10:57:06,"Ремонт завершен, требуется проверка клиентом."
R-20251107-0915,specialist4,2025-11-25 14:42:06,Настройка параметров работы.
R-20251107-0915,specialist,2025-11-16 11:42:06,Требуется заказ комплектующих.
R-20251107-0915,operator,2025-12-04 18:42:06,Заменен датчик температуры.
R-20251107-0915,specialist4,2025-11-14 19:42:06,Заправка фреоном выполнена. Проверка работы.
R-20251107-0915,specialist,2025-11-10 14:42:06,Тестирование всех режимов работы.
R-20251121-4868,specialist3,2025-12-12 14:00:06,"Ремонт завершен, требуется проверка клиентом."
R-20251101-9183,specialist4,2025-11-26 20:04:06,Выполнена профилактическая чистка.
R-20251101-9183,specialist10,2025-11-03 21:04:06,Ожидаем поставку запчастей.
R-20251117-8204,specialist5,2025-12-05 12:01:06,Заправка фреоном выполнена. Проверка работы.
R-20251117-8204,operator4,2025-11-17 18:01:06,Калибровка датчиков выполнена.
R-20251117-8204,specialist2,2025-11-20 13:01:06,Калибровка датчиков выполнена.
R-20251117-8204,specialist10,2025-11-28 19:01:06,Очистка фильтров выполнена.
R-20251117-8204,specialist7,2025-11-28 15:01:06,Ожидаем поставку запчастей.
R-20250731-4721,specialist9,2025-08-12 04:53:06,Тестирование всех режимов работы.
R-20250731-4721,specialist4,2025-08-31 06:53:06,Провел диагностику. Требуется замена детали.
R-20250624-2847,specialist3,2025-07-16 07:36:06,Тестирование всех режимов работы.
R-20250907-9034,operator,2025-10-04 21:55:06,Проверка электрики - все в норме.
R-20250907-9034,specialist8,2025-10-02 20:55:06,Ожидаем поставку запчастей.
R-20250907-9034,specialist2,2025-10-07 20:55:06,"Ремонт завершен, требуется проверка клиентом."
R-20250907-9034,operator3,2025-10-03 02:55:06,Заменен компрессор.
R-20250702-0679,specialist8,2025-07-25 22:16:06,Заправка фреоном выполнена. Проверка работы.
R-20251104-9889,specialist8,2025-11-24 11:31:06,Выполнена профилактическая чистка.
R-20251104-9889,operator1,2025-11-25 07:31:06,Ожидаем поставку запчастей.
R-20251104-9889,specialist10,2025-11-24 06:31:06,Требуется заказ комплектующих.
R-20251104-9889,specialist7,2025-11-21 10:31:06,Требуется заказ комплектующих.
R-20251104-9889,specialist1,2025-11-07 09:31:06,Заменен компрессор.
R-20250902-1336,specialist2,2025-09-13 11:29:06,Калибровка датчиков выполнена.
R-20250902-1336,specialist10,2025-09-02 04:29:06,Настройка параметров работы.
R-20250902-1336,operator,2025-09-09 09:29:06,Проверка электрики - все в норме.
R-20250902-1336,specialist5,2025-09-06 10:29:06,Проверка электрики - все в норме.
R-20251026-7522,operator1,2025-11-15 11:37:06,Заменен компрессор.
R-20251026-7522,specialist4,2025-11-01 16:37:06,Очистка фильтров выполнена.
R-20250916-5569,specialist7,2025-09-20 14:41:06,Установлена новая плата управления.
R-20250916-5569,specialist8,2025-09-18 15:41:06,"Ремонт завершен, требуется проверка клиентом."
R-20250916-5569,specialist4,2025-09-22 07:41:06,Требуется заказ комплектующих.
R-20250916-5569,operator5,2025-10-05 11:41:06,Заменен компрессор.
R-20251012-3194,specialist3,2025-10-26 13:23:06,"Ремонт завершен, требуется проверка клиентом."
